,Rating,Review_Date,Release_Date,Review_clean,Sentiment,Genres
4463,1.0,12 March 2014,"November 2, 2011 (France)",if mainstream cinema leaves you soulless see this film if you have a modicum of intelligence see this film if you like great acting and directing see this film if you like great writing and editing see this film if you have an interest in a comic situations see this film if you are a sad person see this film ultimately its a fairly predictable film but the familiar beats and tropes do little to detract from the omar sy and françois cluzets outstanding performances nor the movies large heart its a crowd pleaser very funny at times and a rousing testament to the transformative power a single friendship my only real quibble with the intouchables is that the prologue scene at the end of the film showing the two real people upon whom the film is based has a funny way of stealing some of the affection i felt for the honest depictions of the fictional characters,POSITIVE,Comedy
4464,1.0,19 April 2020,"November 2, 2011 (France)",this is one of the best french movies i have watched so lit was simply perfect and drawn from a real life story it restored my faith in humanity,POSITIVE,Comedy
4465,1.0,8 September 2021,"November 2, 2011 (France)",i think this is a movie everyone should watch easily one of the best movies i have ever seen nothing bad to say funny touching and so good story love it,POSITIVE,Comedy
4466,1.0,5 June 2020,"November 2, 2011 (France)",after watching the movie i often wonder if too much socalled education has brought us a lot of restraints these concepts from various classes levels resumes and environments are cagedlike reeds with others the mud of thinking dancing with the fragrance of selfconfidence and freedom we can only overcome our environment on our own there is no socalled pros and cons,NEGATIVE,Comedy
4467,1.0,25 July 2017,"November 2, 2011 (France)",the ability of this movie to be simple is impressive the comic vein also used is a factor that deserves to be highlighted at no time does the film want to move us shake us and move us dramatic situations alone fill the film with scenes that contain a sharper emotional appeal and even being a comedy we never forget that behind every characters laughter there is always an unhealed wound,POSITIVE,Comedy
4468,8.0,9 February 2020,"November 2, 2011 (France)",every time someone ask what to watch on netflix this is the first movie i recommend its funny and touching the actors are very good they honor the real story,POSITIVE,Comedy
4469,1.0,4 August 2019,"November 2, 2011 (France)",this movie is a modern day phenemenon spawning multiple remakes in a very short amount of time just last year the upside hit theaters it is interesting because i dont really think this film is anything super special its competent and enjoyable but nothing that truly impresses the two lead characters of the film played by françois cluzet and omar sy have a interesting chemistry between them and it is well acted but the film suffers from having a mega rich person as the lead character there are tons of people who have terribly crippling physical ailments that are also poor that dont have the resources to have anything in the world they wish that would be much more interesting stories the only poverty and struggling we see through the film is sys character but it is grossly underused instead having him live the high life for the majority of the film the film also tends to shy away from the hard hitting depression that afflicts physically disabled people even looking at the real life person the film was based off of would show that he attempted suicide by wrapping and oxygen tube around his neck i feel like it is important to illustrate these emotions and feelings more effectively in films like these despite all this there are some really funny moments and a real genuine charm from the leads to be found sy has a better performance than anyome else in the film but i would say all parties do a good job the dancing scene later on in the film is incredibly endearing and the soundtrack of the film is a blast,POSITIVE,Comedy
4470,8.0,19 January 2022,"November 2, 2011 (France)",i watched the film one plus one many times and still when i accidentally get on it i still stop how is it possible to make a film on such a sad subject with so much humor for me this is almost a masterpiece the film is also based on real events and this is always at least catchy film genre drama comedy what is the movie about a wealthy aristocrat named philippe francois cluzet is confined to a wheelchair after an accident it is difficult for him to find a person whom he would like to see next to him but nevertheless such a person was found it turned out to be a young man a black driss omar sy although he was not going to work much nevertheless they agree on mutually beneficial terms to try to pass the time together despite the fact that phillip is paralyzed driss manages to bring a breath of fresh air into his life with a dose of adventure and humor an excellent film about the struggle for life the actors are just amazing i always enjoy watching this movie if you havent watched it yet i highly recommend it it will not leave anyone indifferent more films like this pass the time with this movie as well,POSITIVE,Comedy
4471,9.0,19 January 2022,"November 2, 2011 (France)",the strongest movie of all i have seen and the point is that the authors of the film managed to make a wonderful and kind movie about the friendship of two men friendship which took place due to the fact that one had no benefit and the second nurse looking after him due to the fact that he was not able to move and ensure herself and here one of them accidentally falls on the interview and the second as an experiment or due to interest hires to see how it will be and what will come of it and it comes out quite a serious and friendly attitude between different estates and various cultures which can be combined not only by a disease but also the desire for life freedom and love the most important thing is that the film is raised on real events of course it is changed and the characters are reworked but the fact remains a fact well that the director managed to make an interesting movie actors play good and strong roles and scenarios to saturate the film by humor and human feelings,POSITIVE,Comedy
4472,9.0,18 April 2020,"November 2, 2011 (France)",this film tells the audience that when the audience is restricted by the body and cannot control the body it becomes a prisoner for the audience the audience can still keep a clear head and have a flashing mind,POSITIVE,Comedy
4473,1.0,9 August 2018,"November 2, 2011 (France)",the best movie i have seen since forest gump hands down definitely one of the best movies ever made enjoy,POSITIVE,Comedy
4474,9.0,12 March 2024,"November 2, 2011 (France)",a very multifaceted film and at the same time it shows how two different people can become close to each other despite their different statuses in life in addition the film shows us how the lives of the main characters can change into one one of the main characters is too correct in life the second is a completely opposite personality also negligence in work led to the fact that the main character realized that there was no pity for him thereby he realized that this brought him back a little to normal life in conclusion i want to say that the acting was at the highest level i would have watched a continuation of this story and its a pity that grimas and odysseus were not back in,POSITIVE,Comedy
4475,1.0,18 April 2021,"November 2, 2011 (France)",i cant say enough good things about this film was flicking through netflix this afternoon and found this gem wonderful movie for a sunday afternoon or any day of the week i recently watched omar sy in lupin and he was fantastic in that but this he is sublime so charming and funny and the actor who plays his quadraplegic boss is also excellent i loved it all of it every single actor involved massive kudos,POSITIVE,Comedy
4476,1.0,18 November 2017,"November 2, 2011 (France)",the intouchables is a french movie that includes both comedy and drama i cant describe it in words so i highly recommend you to watch this work of art which shows us that there are still people with a wonderful soul nowadays the plot is inspired by a real story francois cluzet plays the role of philippe a rich man who paralyzed after an accident philippe hires a young african man named driss played by omar sy who only wanted a signature not a job so he can receive his unemployment benefit philippe offered to the young man a period to gain experience helping him after that driss can decide if he wanted to stay with philippe or not ill let you discover what decision driss took but i can say that their lives have changed completely the movie directed by oliver nakache and eric toledano has an impressive soundtrack made by ludovico einaudi which fits perfectly with the action and the scenes to be honest i didnt expect to like it but now i think its the kind of movie that goes right to your soul full of humanity and emotion i enjoyed every minute of this even if the real story isnt the happiest i was also impressed by the friendship between two people from different worlds countries who have totally different behavior it is like an antidote against sadness and negative feelings of our lives i found on the internetimdb that of the profits from the movie were donated to an association which creates living spaces for disabled people this left me speechless in the end i want to mention that the most important thing is to enjoy your life and to be happy for all the little things its all that matters thank you,POSITIVE,Comedy
4477,9.0,31 August 2019,"November 2, 2011 (France)",for me this is one of the greatest movie that ive ever seen in my life really good storylane that show the real friendship that could be,POSITIVE,Comedy
4478,1.0,13 February 2021,"November 2, 2011 (France)",brilliant acting story and chemistry definitely worth a go of youre looking for a moving story,POSITIVE,Comedy
4479,1.0,20 November 2013,"November 2, 2011 (France)",its been a while since i have had such a good laugh quickly followed by tears when watching a film the last one was probably the intouchables however i found to be a much more emotionally evocative and explored difficult topics ie racism socioeconomic strata gangs disability sex parenting loyalty and acceptance with eloquence not to mention the soundtrack which was diverse including both classicalpiano solos and r b but exceptional omar sy a little known actor showed impressive acting talent on par with francois cluzet the two had wonderful on screen chemistry any lesser performance of drisser could have easily made him a hateful character somehow despite the harsh things driss says and his seemingly unempathetic actions brazenly making his way into the interview and demanding a signature refusing to compromise for his gracious employer or any of his coworkers aggressively pursuing magalie making almost offensive passes pouring hot water over over fascinated to see that philippe cannot feel it always acting like the tough guy and refusing to show any kindness or weakness his carelessness almost causing serious harm to philippe a few times omar sy manages to make driss quite the opposite of course we soon learn that despite the act he tries to put on he has a very kind heart this is exemplified in so many indescribable gestures allowances and gestures throughout the latter part of the film my favorite being the final scene of course where he has set up a date for philippe to meet eleanor philippe and eleonore had been carrying on with an epistolary relationship for over six months but philippe had to that point been understandably too afraid of rejection to reveal his true physical state and situation the other more minor characters are almost all played wonderfully as well yvonne the awkward coworker magalie philippes secretary and drisss love interest drisss motheraunt and his other family members even philippes brother and the caretaker who replaces driss the impressive thing is that this film manages to not only be funny but witty and there is a significant difference references to popular culture art music and current events obama hitler bieber michelangelo the turtle goya dali opera mozart schubert earth wind fire etc are welcomed and educated usually given in the context of witty banter the cinematography especially on the weekend paragliding adventure and the closing scene by the cabourg seaside is extraordinary the use of angles and mise en scene is great throughout even in the opening scene of the car chase in the maserati in the end the title really says it all it should really be named the untouchables as intouchable is french for untouchable this is a story about disability racism and all those other difficultto discuss topics but on a deeper level it is about friendship love and loyalty throughout most of the film nobody understands why philippe has hired such an unqualified individual seeing driss as a true outsider the two of them however in their own way dont give a damn about what anyone else thinks through their friendship they teach each other things learning and enriching each others lives bringing out the best in each other like any great friendship they have many inside things nobody else would really understand illustrated in numerous favorite scenes like the erogenous zones of the ear drisss comments regarding the audacity of the opera drisss initial lack of appreciation for art but then creating a masterpiece of sorts nice knowing you philippe giving driss a difficult time during their flight where can you find a tetraplegic where you left him the endearing way in which driss dances to earth wind fire and encourages other guests to do the same turning philippes usually sad affair of a birthday party into a fun one etc etc etc in this way their unlikely friendship is untouchable individually of course they are also separately untouchable driss with his blunt hardened approach to life and others and philippe quite literally being a quadriplegic notably in regards to his birthday party he mentions how everyone acts like they care but the sincerity is questionable for these reasons sadly most of society treats them as untouchable individuals of a lower class that this film is based on a true story makes it that much more extraordinary i realize some of the facts were misrepresented but that is why it is based on and not a true biography i intend to locate a copy of philippe pozzo di borgos a second wind andor abdel sellous driss you changed my life when i can for me the idea that this film was predictable means nothing the art of great cinema is taking a story predictable or not and illustrating it in such a way that viewers fall in love with the characters and walk away feeling differently than when they began inspired to think differently act differently the intouchables did this without a doubt,POSITIVE,Comedy
4480,1.0,25 November 2017,"November 2, 2011 (France)",i saw this movie many times on imdb but somehow i didnt want to watch it one day my colleague from work made me a list of movies that i should watch in a lifetime i was tired of all the new superheros movies and i wanted some good movies this was the first one from the list and it made me realize how many wonderful stories are out there that we need to see the movie is amazing,POSITIVE,Comedy
4481,1.0,15 January 2014,"November 2, 2011 (France)",at first i thought that this movie is just another regular drama movie boy was i wrong the movie is about a quadriplegic that looks for a personal assistant which will take care of him feed him bathe him and everything else thats needed after an assistant audition he chooses a rather foolish man to care for him after a while the main message of the movie kicks in and shows us what does true friendship mean and what is really the stuff that we should give our attention to in our lives if you love a pleasant positive lively movie that really carries a nice message with itself then this movie is what youre looking for,POSITIVE,Comedy
4482,1.0,28 August 2016,"November 2, 2011 (France)",the start of it lord almighty its like it ties you to the main characters without actually explaining them to you i first saw this movie just last night and i had to ask myself maybe it was so good because of the two glasses of wine that i just had but no liquor can do what this movie did to summarize imagine sitting on a bench in a park and watching as two people grow to be friends nothing is forced onto them nothing is disrupting them and sure they have their differences even coming from two separate worlds entirely but you have the chance to watch what true friendship is based upon without even realizing this is a movie its like sneaking in a theater and watching a ballet dancer exercising with no public i say that i hate this movie for what it made me feel at first it was happiness even melancholy seeing the characters growing to like each other but then it was jealousy because something like this doesnt happen too often superbe,POSITIVE,Comedy
4483,1.0,13 October 2016,"November 2, 2011 (France)",one of the best movies i have ever seen it balances perfectly between comedy and drama and despite the tough subject it manages to make the whole story optimistic the performances from the two main actors are brillianttheir expressions alone are priceless music is ideal and enriches many scenes of the movie the jokes are to the point and hilarious and thats what makes this film stand out from others with similar drama subjects the fact that it is inspired by a true story makes it even better as you appreciate the directors point of view you can cry you can laugh you can reflect on your life you can stay speechlessyou just have to watch this,POSITIVE,Comedy
4484,9.0,27 May 2020,"November 2, 2011 (France)",the music was great and there was some unfinished business at the end very comfortable movie the story is interesting and will bring some touchinglaugh heartily for the whole scene but suddenly burst into tears at the endrecommend,POSITIVE,Comedy
4485,1.0,19 January 2022,"November 2, 2011 (France)",the old saying goes the best stories are the stories written by life itself the directing duo of olivier nakasha and eric toledano managed to correctly tell a tragicomedy based on the real story of a poor young arab from the french ghetto and a paralyzed businessman whom fate linked with an unexpected friendship despite the fact that in reality they are not connected by anything be it social status or views on understanding life the charming tragicomedy the untouchables first of all has a heart and a mind completely free from cliches about showing compassion to the disabled and other incapacitated people the film correctly allows them in the person of philip to feel like almost fullfledged people like everyone else conveying all this in a humorous form often bordering on disarming frankness and this happens on the screen thanks primarily to the fascinating atmosphere created by the excellent duet of omar saya who seems to have a fresh joke in his pocket and francois cluzet who masterfully makes this film a success only through facial expressions and voice in addition the film also touches in passing on other topics that still raise many questions in french society whether it is unemployment among emigrants or child crime in between which having the opportunity to also criticize contemporary art which in of its cases borders on a simple childish daub but being highly appreciated by critics is given out as something brilliant having finally created a lifeaffirming witty funny and charming explosion of a mixture of drama and comedy in the most effective proportions untouchables has become almost an ideal film for any audience and certainly one of the best french films of,POSITIVE,Comedy
4486,8.0,16 July 2021,"November 2, 2011 (France)",like critics love to say a tour de force huge performances and a film that does everything right comedy drama life wow,POSITIVE,Comedy
4487,1.0,25 July 2016,"November 2, 2011 (France)",this is an amazing movie i think the most important thing to impress viewers in this movie is the sound this is french movie so the situation is paris and of course people speak french most japanese including me are not familiar with french so french characters speak in this movie is a part of the elements which impress us strong it sounds like music and it tells us something which we can understand just because of we dont know french in addition actors facial expression is also remarkable thing for me there are some scenes which have no dialog only back music in those scene characters facial expression tells us a lot of things and i think the music in this movie is wonderful the beautiful music makes us think about many things in each situation sound elements tells us its story so quietly but strongly,POSITIVE,Comedy
4488,8.0,25 December 2018,"November 2, 2011 (France)",driss where do you find a paraplegic philippe i dont know driss where you leave him a wealthy intellectual and adventurer experiences an accident and becomes a paraplegic a young black applies for a job of a caretaker but he only wants a signature to continue receiving social assistance nobody expected that this would result in one of the most beautiful and humorous friendships in the history of cinema i have no objections neither from technical nor from the essential side this is simply a beautiful movie and the emotions it arouses will stay with you for a long time after watching and when they begin to fade you just need to watch it again and again and again it can never bore you,POSITIVE,Comedy
4489,1.0,16 March 2014,"November 2, 2011 (France)",the intouchables is absolutely magnificent picture about two absolutely different people african guy driss is helping retarded rich french man phillip it would seem as a plot in nutshell but everyone can find something special for him this film made a very huge impact on me i loved everything what was happening on the screen acting play directing cinematography and all another movie stuff are excellent but these things are not really important because the story of two friends will touch the soul of everyone who will watch this movie their friendship is based on true feelings they are attracted to each other phillip as driss learn something new from each other they are changed in better way since their first meeting their friendship reminded me friendship with my best friend so this picture left very deep full emotions for me also i want to mark best thing in this movie humor is fascinating nowadays all comedies are about teenagers and there sense of humor is stupid and meaningless and in intouchables humor is very intelligent and tastefully film made me laugh very hard it is a very lovely and kind movie about happiness how can someone doesnt like this,POSITIVE,Comedy
4490,9.0,10 January 2019,"November 2, 2011 (France)",one of the most touching and hilariously funny films ive seen doesnt need to be remade just so people dont have to read the subtitles i hate subtitles but still found this an amazing film,POSITIVE,Comedy
4491,8.0,26 March 2020,"November 2, 2011 (France)",its very funny and dramatic you should watch the film,POSITIVE,Comedy
4492,9.0,25 September 2021,"November 2, 2011 (France)",everything about this film is so pretty the story is beautiful to begin with but the film itself is enjoyable the tension is carried out amazingly and how the music is used to portray the characters emotions is sensational i definitely recommend this film to all,POSITIVE,Comedy
4493,8.0,2 September 2016,"November 2, 2011 (France)",at the advice of a friend and with a boring sounding plotline i was delightfully surprised from start to finish i never would have thought at film about a quadriplegic man forming a friendship with an unusual caretaker of sorts would remind me of the beauty of foreign cinema it is nuanced witty unpredictable and true artisticcreative expression it is also quite humorous adding lightness and hope to the situation at hand what the characters seem to lack in terms of life circumstances is certainly made up for and carefully shown in a new and inspiring light it left me thinking about how different we all are on the inside and within relative contexts absolutely a gem of a film one of the best ive ever seen,POSITIVE,Comedy
4494,8.0,8 November 2016,"November 2, 2011 (France)",i havent ever seen the movie so naive and real like this nothing is fake in this movie and this makes it different from others i think its the best comedy ever and i think even from imdb is underrated for this movie the fact that the movie was based on true story and real people made it great the actors and all cast crew worked very well even brilliant so i can watch this movie again and again this is one of most unique beautiful and honest friendship ever committed to film oscarworthy movie and its the most disappointment of the year that movie didnt get it i think hollywood should learn how to make movies like that,POSITIVE,Comedy
4495,1.0,20 April 2020,"November 2, 2011 (France)",this film is one of best comedian film ever iwill put it beside rush hour the story is very simple but what make this film better than other is omar sy funny scene along all the movie from first scene till the end,POSITIVE,Comedy
4496,1.0,28 November 2019,"November 2, 2011 (France)",you are the man driss best man iron man big heart real man,POSITIVE,Comedy
4497,1.0,17 January 2019,"November 2, 2011 (France)",i cant believe it has a on metascore unreal that critics would give a to this masterpiece anyways,POSITIVE,Comedy
4498,1.0,24 October 2014,"November 2, 2011 (France)",i really enjoyed watching this movie because in my opinion it covers a very original theme included in the theme i found multiple aspects from the movie which encourage you and make you want to watch it twice again to begin with we have here a french comedydrama which alternates between the miserable life of a quadriplegic man and the friendship he builds up with his assistant another aspect that im sure that you all will love from this movie is the amount of funny dialogues and moments i strongly recommend this movie for any type of public as it doesnt contain any bad content i like it i like it like i like it i like it i like it i like it i like it i like it i like it i like it i like it,POSITIVE,Comedy
4499,8.0,12 February 2021,"November 2, 2011 (France)",should be on the national curriculum equally diversity inclusion,POSITIVE,Comedy
4500,8.0,30 March 2020,"November 2, 2011 (France)",the camaraderie that transcends race and class the emotional warmth the nuanced and moving story and the superb soundtrack that makes people laugh and cry makes me want to aftertaste again and again,POSITIVE,Comedy
4501,8.0,5 July 2014,"November 2, 2011 (France)",review what a brilliant movie the storyline is excellent and the acting was spot on i didnt know what to expect from this movie as im not one that follows foreign cinema that much but after hearing excellent reviews from fellow movie goers i thought that i would give it a chance and man am i glad that i did the director brought these complete different worlds together brilliantly and the mixture of humour and drama kept the film interesting throughout i dont know how close this movie is to the real story about these extraordinary men is but its amazing that such a rich man was prepared to give a down and out benefit claimer a chance of a lifetime and boy didnt he handle it well its been a long time since i have enjoyed a movie so much and judging by its takings at the box office im not the only one a great watch roundup since the release of this movie omar sy the helper has starred in the new x men and has been casted for the new jurassic park which isnt bad for someone who was completely unknown i mist hope that he keeps all of his good qualities and that he doesnt get brainwashed by hollywood as for francois cluzet the guy in the wheelchair it doesnt look like he is going to crossover anytime soon but he was brilliant in this movie anyway im sure that hollywood will be taking this concept and making there own version soon but this is one of those movies that shouldnt be touched because your never going to get the same chemistry as the director captured budget na worldwide gross million wow i recommend this movie to people who are into there deep comedic dramas about a man from the hood looking after a wealthy quadriplegic,POSITIVE,Comedy
4502,1.0,12 April 2013,"November 2, 2011 (France)",inspired by a true story the intouchables follows the friendship between a rich man paralyzed from the neck down and the man who aids him in his daily life the story itself is not overly special and its been done better many times before but the movie rises above the mostly standard quality thanks mainly to the rich chemistry between the two lead actors their interactions are strong humorous and sincere much to the films benefit its a feel good movie and just as enjoyable as a feel good movie can be,POSITIVE,Comedy
4503,1.0,15 June 2020,"November 2, 2011 (France)",they were very considerate of each other and that was where the tears came in philip knew that little black brother would have to take care of his family and would not be able to be with a disabled man for ever so he reluctantly gave him up and left his life to ruin little black brother finally wanted to leave the uncle before also for the uncle to find true love just let go when they separate each other but are used to each other in the side,POSITIVE,Comedy
4504,1.0,5 August 2017,"November 2, 2011 (France)",i have seen this movie tonight at a preview session as the official french national release is set on november nd eric toledano and olivier nakashe accompanied by the lead actor omar sy were meeting the audience and cheerfully answering questions the movie is very well written although opening on a flashforward it is fairly classic comedy about the meeting of two opposite people who were very unlikely to meet the first one is a paraplegic white middle aged very rich and lonely man the other one is a young black poor unemployed coming from poor suburbs and a very large family what makes the quality of the film beside the humour present in every scene in which omar sy appears actually most of the film is the emotion you can feel through increasingly attaching characters the story is based upon a true story and real characters if you want to watch and enjoyable comedy with very touching moments this is a must go there are interesting insights about arts as well paintings classical music and funk music what is art what is its use,POSITIVE,Comedy
4505,9.0,20 November 2020,"November 2, 2011 (France)",this movie made me smile more than anything has done the past few weeks its really well made great performances fantastic score and beautiful screenplay more candid and sincere than most feelgood cinema,POSITIVE,Comedy
4506,9.0,13 August 2024,"November 2, 2011 (France)",intouchables is a heartwarming and uplifting film that earns an for its engaging storytelling and exceptional performances though it could be even better omar sy shines as driss bringing energy and humor to the role while françois cluzet delivers a nuanced performance as the paralyzed philippe the chemistry between the two leads is the films greatest strength making their unlikely friendship feel authentic and moving the cinematography effectively captures the contrasting worlds of the characters and the soundtrack adds a lively rhythm to the narrative however the film occasionally leans too heavily on clichés and certain emotional beats feel somewhat predictable preventing it from reaching its full potential overall its a delightful and memorable watch that leaves a lasting impact,POSITIVE,Comedy
4507,8.0,25 March 2021,"November 2, 2011 (France)",beautiful movie emotional funny impossible not to get excited,POSITIVE,Comedy
4508,1.0,22 July 2019,"November 2, 2011 (France)",this film is a masterpiece with all the meanings of acting music and directing,POSITIVE,Comedy
4509,8.0,26 January 2020,"November 2, 2011 (France)",i dont like comedies but this movie shows clearly that a comedy doesnt need to follow the hollywood jim carrey adam sandler overobvious sitcom comedystyle instead the fun lies in the smart quick and witty conversations that could very well happen between people that really likes eachother living as humans with real ups and downs in life very highly recommended,POSITIVE,Comedy
4510,9.0,28 December 2012,"November 2, 2011 (France)",if you are looking for a feel good movie that has also deep meaning and true characters look no further intouchables is for you it is the story of the friendship between a very rich white paraplegic and his low class dark skinned caretaker best of all it is based on a true story something that brings an extra bit of authenticity to the film not that the excellent play of the actors needed more now at times it seems too idealistic and probably it is with the lord giving a chance to the peasant and then becoming friends when intimate enough to learn about each other a bit like a fairy tale and i am sure some of the film is just invented but it doesnt matter the idea is true the acting is true and the characters bring a lot of humour and compassion into it all in all a very nice movie one that can bring a little joy in an all too serious and dark world,POSITIVE,Comedy
4511,1.0,19 January 2022,"November 2, 2011 (France)",its my favorite movie very touching and every time makes you cry like the first time the film makes you think and completely rethink everything i am sure that each of you will like it and i definitely recommend it for viewing,POSITIVE,Comedy
4512,1.0,16 June 2021,"November 2, 2011 (France)",a great movie and a touching story they both changed each others lives great friendship,POSITIVE,Comedy
4513,9.0,13 January 2022,"November 2, 2011 (France)",such a great fun and touching movie they should definitely make or more the story is good and the couple movie is exciting just love the movie and the complete setup,POSITIVE,Comedy
4514,8.0,10 January 2014,"November 2, 2011 (France)",i think this movie is perfectbecause some french movies and actors are improve and become better such as jean renojean dujardinjean paul belmondo and movies like the crimson rivers and these are show that french cinema going to be best in europethis movie has a new part that are not repetitive and make audience happy or sad in different locations and this is rare in other french movies i think france has a valuable stories and author and producers can use them to make a good filmshowever we can see this in many movies like les miserables and but i wish french use them to make movies in future for being the best we should use the bestif french producers use famous actors and actresses in their films and use good screenplays like intouchables screenplay they should be best in world also,POSITIVE,Comedy
4515,9.0,31 October 2018,"November 2, 2011 (France)",the french at their best its outstanding movie i have seen it times and everytime i see it i cry,POSITIVE,Comedy
4516,8.0,14 November 2020,"November 2, 2011 (France)",in this film two different generations collide who over the course of some circumstances communicate with each other and the characters do not do it badly i am happy that in this film two so different layers of society find a common language they both become more than just an employer and an employee the only thing i didnt like is that the script doesnt contain any unexpected twists the soundtrack is perfectly matched to this movie i recommend watching it to everyone because the film is quite family and funny,POSITIVE,Comedy
4517,1.0,7 May 2015,"November 2, 2011 (France)",very intellectual movie one of the greatest foreign movie gems out there even tho the movie is french and we dont get all the literary techniques you dont lose as much as a hair strand of the complete vibe of the movie with subtitles the mix of nice scenery good actors and a great plot is the recipe for a funny motivating and exceptionally entertaining movie to watch it is not all about funny moments but also get a hint of real trueness it shows you the raw reality that all even poor and rich can get affected by go watch it to see it for yourself i didnt want to spoil anything here but i greatly recommend it,POSITIVE,Comedy
4518,1.0,17 February 2021,"November 2, 2011 (France)",a really heart warming film definitely a feel good film no real climax to the movie yet it doesnt matter that much lovely watch,POSITIVE,Comedy
4519,9.0,23 February 2014,"November 2, 2011 (France)",fairly best friends film a film that inspires and moves but what are the reasons for this and why is it so popular this question i want to address here and reply deliver phillip heavy disabled needs a social worker who goes to him in his everyday life at hand driss pretty broke needs three unsuccessful interviews to longed to get hold unemployment benefits a conflictridden history is thus created driss who actually want to present only because of a cancellation at phillip himself has little sensitivity to the suffering of others phillip underestimated this property and provides driss promptly as a new social worker quick note the two that they differ in many respects nevertheless they become friends and enjoy their time together so far so good similar stories exist in other films as well so what is the secret behind the success of pretty best friends perhaps the most important point the main characters are authentic the direct type of driss who is played by omar sy is so poignant sympathetic that you simply like to have to have him the viewer can identify from the first minute with him not least because you are often able to have the desire even to say that really what you think straight also phillip played by franzois cluzet exerts a fascination on the viewer because we are interested in his illness and infects the person behind this another factor of success is the juxtaposition of both character types the funny and easygoing manner of driss and the rigid view of life by phillip are so opposite since it is difficult to the audience not to sympathize conclusion comedy with level seems to work anyone looking for a very unusual french film for a friends evening is hereby served very well a credible story with lots of charm and great actors and rightly one of the best comedies of recent years,POSITIVE,Comedy
4520,8.0,29 March 2014,"November 2, 2011 (France)",at first i was invited to watch this movie in the cinema my family and friends suggested me to watch this movie it was expected to be great and while watching the movie my face was just smiling whole the time and eyes were wet philippe played by françois cluzet is debilitated and wheelchairbound but in contrast to other disabled people he is rich so he is able to afford enough staff which take care of him because of his old caretaker has left he is searching for a new one a lot of experienced men introduce oneself but he decided to adjust driss omar sy a black nonworker from a suburb whitout any experience in taking care of somebody who only wanted a denial for the employment bureau nobody can understand why philippe chose driss but in the course of time there is a very special relationship between them this movie has everything what a great movie has to have in my opinion humor emotionality cut to the quick is based on a true story and last but not least there are very great actors omar sy and françois cluzet deliver a fantastic performance all these points makes the movie to my favorite movie i can recommend this movie it has to be seen by everyone because it makes life better,POSITIVE,Comedy
4521,9.0,31 May 2021,"November 2, 2011 (France)",the intoucables is not the best movie ive ever seen but it is a darn good movie,POSITIVE,Comedy
4522,9.0,23 January 2019,"November 2, 2011 (France)",based on a true story the intouchables untouchable in english depicts an unlikely albeit sweet friendship between an exconvict driss and a quadriplegic wealthy man phillipe whose life was rejuvenated upon meeting and appointing the former as his caretaker a grounded yet unique experience emphasized by outstanding cinematography is what can be savored after watching this lighthearted feature film two men coming from contrasting parts of society accompanied each other partaking a variety of activities around charming paris and beyond the intouchables could be consider rather straightforward with the main characters eventually found their happiness if not for one small detail that was masterfully executed during its length appearing multiple times throughout the film in different forms was the word pragmatic most activities carried out by driss and phillipe can be considered practical apart from some especially the paragliding scene which bears similarities with the skydiving scene in a similar themed film the bucket list and in reality would not have changed phillipes monotonous life but perhaps it was driss a man from an ever struggling part of society whose actions and the pragmatic ways he handled these daily activities that had transformed phillipe from a sanctimonious highly educated selfcentered man into a carefree yet thoughtful person the film to some gives a lesson about having a multidimensional view and finding where one belongs to in life through the many adventures of driss and phillipe who together became the untouchables,POSITIVE,Comedy
4523,1.0,17 July 2016,"November 2, 2011 (France)",the moment when you cannot decide what was better the movie or the soundtrack the same like after watching the good the bad and the ugly or pans labyrinth i wasnt sure what made a bigger impression on me the way that actors played in this movie or all of the tracks perfectly suited to all of the scenes it doesnt matter how many times i watch the intouchables it still makes me laugh of funny jokes and the way omar sy and françois cluzet and audrey fleurot were playing their roles except that it was also professionally and originally directed by olivier nakache and eric toledano i recommend it to people at any age,POSITIVE,Comedy
4524,9.0,12 July 2019,"November 2, 2011 (France)",untouchable was the first french film i watched and it quickly became one of my favourite movies of all time it was touching and the friendship these two forged was beautiful to watch they learned to be better people through knowing each other even years later i still think about untouchable and rewatch it from time to time recently the american remake of this movie was released and i heard good things about it but i still prefer the original version,POSITIVE,Comedy
4525,8.0,1 February 2019,"November 2, 2011 (France)",a movie were humans come together and give us an iconic performance friendship is one the most loveliest things in this world and this movie is a beacon for friendship and togetherness,POSITIVE,Comedy
4526,8.0,28 August 2018,"November 2, 2011 (France)",this is the first movie ive watched twice on the same day great story and wonderful actors,POSITIVE,Comedy
4527,1.0,22 May 2020,"November 2, 2011 (France)",i watched this movie many years ago for the first time in russian could l imagine that after such a long time i decided to watch it in original french language with english subtitles nooo way sir that was a huge experience for me because i absolutely dont know french i am really happy that i decided to watch it again this way actors are amazing driss my favorite the film made me smiling almost all the time until the end but the original voice of the actors gives you the greatest impressions the intouchables is a gorgeous film thats shows really great story of good friends when i was waching it my emotions were absolutely different from laughing to crying and that why i love that movie recomend for all ps choose original audio track pls,POSITIVE,Comedy
