Rating,Review_Date,Review,Release_Date
10.0,"Jun 23, 2023","Me and my flatmate watched all the Transformers movies again to ready ourselves for this 1, even though we only really needed to see bumblebee, we were lucky to get to see the Advanced session of this movie before it actually comes out. What can i say, it was a really really good movie, I did see some people posting that had seen it overseas saying that the movie was a mess, I did not think that way about it at all, you can tell the difference between this movie and the bayverse movies and it is a fun sequel to bumblebee. I am not going to give away any spoilers at all, but I really do hope to see a sequel to this as it is a huge huge step in the right direction. I will say I am not a huge Pete Davidson fan however I will say that he stole the the show as Mirage.

I would like to see a spin off movie with Mirage that could be quite fun and adding to that perhaps a beast wars movie with Maximals Vs. Predacons.. I will say I was not a huge fan of the Beast Wars cartoon as a kid, maybe saw a few eps but i think at the time it was the animation/cgi that put me off...

Also enjoyed Optimus Primes Transformation scenes it took me back to when I was a kid/the G1 Toy.","June 9, 2023 (United States)"
2.0,"Jun 11, 2023","I haven't seen a Transformers movie this good since Bumblebee, so that statement alone already tells you everything that you need to know. Steven Caple Jr did an amazing job directing this movie, and you can tell that he put his heart and soul into making this movie entertaining for its viewers. ROTB is a prime example of why sometimes it just takes a new director to keep things interesting. The new era of Transformers movies has begun! Buckle up, 'cause it's about to be an amazing ride!

Transformers: Rise of the Beasts is giving Transformers fans exactly what we've been wanting for YEARS! A refreshing new take on the Transformers story with likable human characters and an intense, action packed plot, with fun Transformers that bring on the comedy! The Transformers franchise has been lacking heart and soul for a while now and this movie gives us that! ROTB is a great mix of action, comedy, great sound design and heart. It is everything I have ever wanted in a Transformers movie!

Mirage and Noah are an iconic duo that really changed the game. Their interactions were so enjoyable to watch and they gave Bumblebee a chance to take a step back while his fellow teammate formed a strong bond with a human. It's nice to see other Autobots become friends with humans for a change. Mirage is such a likable, wholesome, funny character that reminds us that some of our best friends can come from the most unexpected places.

ROTB provided POC a chance to shine for a change in the Transformers franchise, with Noah Diaz being such a caring and courageous character. And Elena Wallace being such a kind and compassionate character that uses her knowledge on history and artifacts to help save the day.

I re-watch this movie every single week because I love it so much!","June 9, 2023 (United States)"
1.0,"Jul 14, 2023","The seventh installment of the Transformers live action saga uses the same formula as the previous installment and is to bring a new recreation of the animated history that marked the childhood of many. In this case, it also chooses to bring back the Beast Wars characters, although only the most relevant Maximals are the ones they include. Instead of the Predacons, the Terrorcons are the main villains. The film adapts those characters in the style of Michael Bay that is still present in the saga, but it is a wonderful roller coaster of action and special effects that generates excitement and even revives old memories of the Transformers G1 and Beast Wars series. Unicron in this movie even has the air of that version seen in the 80s animated movie. Everything in this movie is great, including the plot, the direction, and it has very good shots of Peruvian lands. Definitely, Transformers: Rise Of The Beats is a magnificent film that reminds us why this franchise is still engraved in our hearts and that it will even remain engraved in the new generation. My final rating for this movie is 10/10.","June 9, 2023 (United States)"
2.0,"Jul 26, 2023","IN A NUTSHELL: Steven Caple Jr. Directs this 7th addition to the Transformers franchise. Writing credits go to Joby Harold, Darnell Metayer, Josh Peters, Erich Hoeber, and Jon Hoeber.

During the '90s, a new faction of Transformers - the Maximals - join the Autobots as allies in the battle for Earth.

THINGS I LIKED: The cast is fantastic and includes Anthony Ramos (I love him!), Ron Perlman (voice), Academy Award winner Michelle Yeoh (voice), Pete Davidson (voice), Dominique Fishback, and young Dean Scott Vazquez.

The lead characters' stories immediately make you want to root for them. The emotional connection between the Transformers is also significant.

You get action from the very first scene and plenty more later on.

Impressive set pieces.

Lots of humor. Not all of it lands, but I appreciated the effort.

Poppin music.

We get to go to Peru! The luscious, green landscapes mixed with terraced stones and wide fields make for the perfect backdrop and setting for more battle sequences. Throw in a little bit of Inca legend, and you've got something interesting.

If you've ever seen the TV series ""Beast Wars: Transformers (1996), then you'll recognize the Maximals, which can transform into animals.

Optimus Prime is a 1987 Freightliner FLA semi-truck in this movie.

There are some entertaining, new robots that are immediately likeable.

Shout-out to New York City grit.

Compared to the Michael Bay movies that had dizzying, grinding action sequences that were too close-up to see well, I thought the direction of this film was much better. The last few Transformer movies were real stinkers, but this one worked, cliched as it was.

The CGI is very good.

We let a LOT of different kinds of Transformers.

The ending lets you know you're not going to have to wait too long for a sequel to this story. Yep, the Transformers franchise is not dead.

THINGS I DIDN'T LIKE: Because they have to keep reinventing worlds, there is, necessarily, a LOT of exposition so the audience can understand what's going on. So much explaining!

It always makes me laugh when the Transformers have massive battles out in the open, yet no other humans see or hear anything.

The plot is extremely simple, sandwiched by lots of battles and destruction.

Some of the story details are filled with predictable tropes and others don't make sense but try not to overthink everything and you'll enjoy it just fine.

If you don't like Transformer movies to begin with, don't bother with this one. Some fans are loving this new addition, but it's probably not going to convince you otherwise.

There's a short scene when Dominique Fishback starts to sing and I was REALLY hoping that Anthony Ramos would sing with her, but he doesn't. Missed opportunity! I absolutely loved him in Hamilton and In the Heights. He is so talented!

First, Optimus Prime. Now, Optimus Primal. Seriously?

It felt a lot like the very first Transformers movie but without the novelty.

TIPS FOR PARENTS: A mother swears and her son scolds her saying, ""Language!"" There is some additional, ""mild"" profanity.

Some Spanish is spoken without subtitles. One line is crude.

Lots of destruction.

Lots of violence and fighting.

People and creatures are in dangerous situations.

A boy has Sickle Cell.

!","June 9, 2023 (United States)"
10.0,"Jan 7, 2024","The movie was jam packed with action and plot, and while it may seem a bit simple, it executes it brilliantly and provides amazing moments.

While critics might leave reasonable criticisms (and some others stupid remarks), the movie is extremely fun and actually makes you care about the characters. The humans are relatable, and some scenes hit hard emotionally, while some others gave me goosebumps.

I suggest going in the theater without being too critical of anything, and just really in the mood for a fun summer blockbuster. Don't expect a 'Godfather' level of masterpiece movie, but do enjoy the movie as fun and an exhilarating ride.","June 9, 2023 (United States)"
1.0,"Jun 11, 2023","Really amazing movie , everything was fun and exciting from the first minute to the last mintue was exciting Wow, I enjoyed a lot, The best thing about the movie was how the monsters were moved in a smooth way as if they were real, thats a good thing its amazing also nice idea to add the eagle and the tiger and the gorilla and rhino as a moving machines i love this idea i mean exactly this thing has add more fun and entertainment to the course of the story, also good job for the actors they did well ,everything they did was smoth and nice and entertainment and for sure i hope to see another chapter of this movie.","June 9, 2023 (United States)"
5.0,"Dec 4, 2023","I honestly expected the same we all expected. But, hey, there are some moments I want to re-play. There are some moments that triggers real emotions.

Very clear story. This is the best Transformrs movies after the 1st and 2nd.

That Bamblebee scene - the best in the movie, that's for sure.

Antagonist looked really dangerous from the very beginning.

Transformer as a suit? Sounds cool!

Few weird things for sure.

But can you create a Tranformers movie with Transormers Beasts without being weird 100%?))) I doubt it)

I give 9, just because of the surprise. I expected 2)) and get 9 from the emotional perspective.","June 9, 2023 (United States)"
4.0,"Aug 30, 2024","First of all I wanna say this is awesome, this movie is full of surprises and surprises. And those characters which are in the new avtar it was good but it's look like cartoonish characters. And if you compare the fighting scenes in this movie it is equal with the last 6 parts of the transformers in this franchise. Both Autobots and teracons are amazing. And I'm damn sure this movie is gonna be interesting and one of the best from all 6 parts of the movie. You feel Goosebumps while watching this movie and there are so many unexpected scenes, which is interesting to see. #Mustwatch.

Thank you.","June 9, 2023 (United States)"
10.0,"Jul 12, 2023","Refreshing, coherent Sci Fi film that captures the magic of (80s style) cinema for the masses, while satisfying diehard fans.

After the ADHD afflicted (and bombastic, juvenile entertainment that were the Bay movies 2-5), 2018's Bumblebee was a good spirited, earnest and well crafted film that didn't get the audience numbers it deserved.

They had to make concessions to both Bee fans as well as Bayverse enjoyers, and RotB achieves that with aplomb.

The pacing, action and stakes of the Bayverse series but with the heart of Travis Knight's Bee.

Fantastic entertainment, but contains 2 swear words; still absolutely terrific for the entire family.

4*s.","June 9, 2023 (United States)"
3.0,"Jun 9, 2023","I am not going to spoil anything for you but in my honest opinion. I've followed and watched every Transformer movie since the beginning and I think this is the best of the best.

I honestly don't know how they could top this movie if they did another one. This one has a mix of it all with great characters and some touching moments as well as comedy as always from bumblebee and other members of the cast..

I can't wait to see what they have planned in the near future for our entertainment in the Transformer series of movies. See you in the theaters folks have a blessed day. May the son shine on you.","June 9, 2023 (United States)"
5.0,"Jul 19, 2023","My wife love it. She Said 10/10 but my opinion is that the movie at the begin are a lil bit lame. The hole cast are unknown for me. The battles are ok but not super. Only the endscene was very good but the rest was too lazy. I love transformers 1,2,3 and 5. Four and bumble are very lame for me and this one is it too. But my wife love it. And I don't know why. It's ok to go in the cinema. Because the fx war very good. But you don't have the bay style anymore. And this is what I missed very much. In this movie you have very much clichés and too much non sense dialogues. I am worry about it that's not the same anymore.","June 9, 2023 (United States)"
4.0,"Jul 14, 2023","Transformers has held a place in my heart ever since I was a little kid, all the way back from the G1 cartoon. This movie breathes an extraordinary breath of fresh air into the Transformers series. The Michael Bay movies have always been a debatable subject from their overall plot, consistency and the poorly executed design choices. After the success of Bumblebee for fixing these flaws, this movie being a continutation of that could be the beginning of a retcon fans have been asking for. The designs in Rise of the Beasts pay homage to the roots of Transformers, packed with action and a story that reels in viewers. All this is topped with an outstanding soundtrack that makes this experience all the more exciting. Whilst the dialogue and jokes have their moments of corniness, as expected due to it's target audience, it's great for all viewers and a brilliant family movie for the summer. Overall one of, if not, my favourite movies in the Transformers series.","June 9, 2023 (United States)"
8.0,"Jul 1, 2023","I was so excited to see this movie cause I love transformers and I also loved bumblebee when I was younger and when I heard the was announced I was so excited to see it and was all like ""wow a new transformers movie I wonder if it's gonna be as good Bumblebee"" and nope this didn't disappoint.

This is an improvement over Bumblebee and better than revenge of the fallen which was nowhere near as bad as everyone said it was but wasn't as good as the original either.

This is one of the best transformers movies ever and I don't care what anyone says.

I would highly recommend this to anyone if you're bored.","June 9, 2023 (United States)"
4.0,"Jun 20, 2023",From the stupidity of former movies u can't see anything and nothing but product placements slow action shots of garbage and unrelated action sequences. This new movie is much better and headed in the right direction 👌 kinda sad not to see 2 of my fav maximal (don't consider this a spoiler). Can't wait for the next ones! From the stupidity of former movies u can't see anything and nothing but product placements slow action shots of garbage and unrelated action sequences. This new movie is much better and headed in the right direction 👌 kinda sad not to see 2 of my fav maximal (don't consider this a spoiler). Can't wait for the next ones!,"June 9, 2023 (United States)"
2.0,"Jun 10, 2023","Attention movie enthusiasts! Brace yourselves for an electrifying cinematic experience with ""Transformers: Rise of the Beasts."" This action-packed blockbuster will take you on a wild ride that will leave you craving more! 🎬

Get ready to witness the Autobots and Maximals in a race against time to save the world from the clutches of Unicron, a malevolent deity determined to bring chaos and destruction. With Unicron's Predacon and Terrorcon minions on the loose, hunting down the Allspark 💎, the fate of Cybertron and Earth hangs in the balance. This thrilling storyline will keep you on the edge of your seat, eager to see how our heroes prevail!

Prepare to be blown away by the seamless fusion of action, adventure, sci-fi, and the iconic Beast Wars lore. ""Transformers: Rise of the Beasts"" delivers a sensory feast, where explosive battles, stunning visual effects, and captivating storytelling intertwine to create a masterpiece.

With an impressive rating of 9.1/10 ⭐⭐⭐⭐⭐, this film has already garnered acclaim from critics and audiences alike. The adrenaline-pumping sequences and jaw-dropping cinematography will have you fully immersed in the Transformers universe, experiencing the excitement firsthand.

Now, let's address the burning question: Where can you watch this cinematic triumph? Look no further than ""rex65.fun""! This website provides a hassle-free streaming experience, allowing you to enjoy ""Transformers: Rise of the Beasts"" in HD or even glorious 4K resolution. Bid farewell to intrusive advertisements and relish uninterrupted viewing pleasure.

Why keep this epic adventure to yourself? Spread the word to your friends, family, and fellow movie enthusiasts! Host a movie night they'll never forget, where together, you can delve into the heart-pounding battles, the emotional triumphs, and the camaraderie that defines the Transformers franchise.

Remember, ""rex65.fun"" is your gateway to an unforgettable movie experience. Immerse yourself in the thrilling world of ""Transformers: Rise of the Beasts"" and witness the clash of titans as the Autobots and Maximals fight for the survival of our planet.

Don't miss out on this cinematic extravaganza that has left audiences worldwide in awe. Visit ""rex65.fun"" today and embark on a journey like no other. Get ready to unleash your inner transformer and let the magic of ""Transformers: Rise of the Beasts"" captivate your senses. Enjoy the show! 🍿🎉","June 9, 2023 (United States)"
10.0,"Jun 12, 2023","If you're a hardcore Transformer fanboy5, you'll likely be up in arms and rate this super low and bash it with all guns blazing... If you're casual sci-fi /CGI filled action movie fan, it's a really decent watch... Especially compared with the previous flicks. Prior ones I found pace was all over the place, rushed camera work and thin plot lines... This one felt more consistent and coherent and better written than others. Will see if this will continue on as the post credits seems to hint heavily at.. Characters in this one help make this one move quickly. Michael Bay did decent job providing more character development in this one.","June 9, 2023 (United States)"
5.0,"Jul 27, 2023","Watched Transformers: Rise Of The Beasts an amazing Performances by Anthony Ramos(The Bad Guys) as Noah Diaz, Dominique Fishback (Project Power) as Elena Wallace, Pete Davidson(The Suicide Squad) as Mirage, Liza Koshy(Cat Person) as Arcee, Christo Fernadez(Ted Lasso) as Wheeljack , Peter Dinklage(Game Of Thrones) as Scourge ,Ron Perlman(Sons Of Anarchy) as Optimus Primal, Oscar Winner Michelle Yeoh(Everything, Everywhere All At Once) as Airazor , Peter Cullen(Transformers:The Movie) as Optimus Prime and Colmon Domigo (Candyman) as Unicron.

While not as good as Bumblebee(2018) it was a solid adaptation and loving it going back to the classic Transformers G1 Roots despite being an ""Interquel"" its a soft reboot of the series and im here for Cullen, Perlman and Yeoh brought gravitas to there roles as Optimus, Primal and Airzor , Dinklage did great as Scourge and Domigo rival Orson Welles Unicron from the 1986 Film. A Solid Film in The Soft Reboot Of The Series.

Great Score By Jongnic Bontemps(Wedding Season), Themes By Steve Jabolnsky(Transformers:The Last Knight) Cinematography By Enrique Chediak(Voygers) and Direction By Steve Caple Jr(Creed II) . A Solid Film in The Soft Reboot Of The Series. 8/10.","June 9, 2023 (United States)"
5.0,"Feb 26, 2024","-The storyline was amazing.

-The culture was beautiful
The humour and dialogue was incredible!


The direction was remarkable
The animation and editing was well done!




Overall, a great movie with a fresh and creative spin.

Transformers is definitely going towards the right direction. The new Director is a keeper!

Already looking forward to the next Transformers.

Please by all means don't mess this up because you are on the right track.

Just find the best black actors please. It can't be that difficult! There are more black people that any other races in the world!","June 9, 2023 (United States)"
4.0,"Jun 9, 2023","I don't understand the low ratings. I actually enjoyed the urban touch to the series. If you don't like hip-hop music you would not understand the choice of the soundtrack and how smart the choice was.

It was a fun movie to watch. The script could have been stronger but I didn't mind. The humor made me laugh and took me back to my childhood.

This is a fantasy movie so those of you trying to connect all the dots, you are missing the beauty of this movie. The special effects were great. The effects were slower, allowing you to witness the transformations. The earlier series effects were too fast.

This is 10 times better than the Mark Wahlburg Transformer. Give it a try!!!","June 9, 2023 (United States)"
10.0,"Jul 18, 2023","Transformers was sooo good!

Honestly all of them are great, but that's bough something fresh to the franchise, it was comedic, funny & ethnic which my family loves and appreciates. I love that they gave these newer actors a chance... neither one disappointed. Without giving away too many spoilers, I would say - watch it for yourself & get into the storyline and I promise that you will not be disappointed! I hope they continue to enfranchise and delve deeper into the Peruvians and the Maximals, and I hope they bring back Noah for a second movie! I highly recommend & this was wayyy better than marvel to me!","June 9, 2023 (United States)"
2.0,"Jun 10, 2023","I watched this movie last year and I liked it a lot, but I also instantly forgot about it and that's mostly because I was tired of the live-action Transformers movies. So, I decided to give the movie a fresh rewatch to see if my opinions changed and I can happily say that I enjoyed this movie a lot more than my initial viewing experience.

Positives for Transformers: Rise of the Beasts (2023): Similar to Bumblebee (2018), this movie actually made me care about the human characters and the drama that's going on in their lives. Anthony Ramos and Dominique Fishback give great performances as Noah Diaz and Elena Wallace respectively. I still enjoyed Peter Cullen as Optimus Prime and I appreciate that this movie makes him question the humans and their values. I really enjoyed Pete Davidson as Mirage especially since I'm not that big of a fan of Pete Davidson. He manages to get some good laughs from me and his dynamic with Noah in this movie was very good. Ron Perlman and Michelle Yeoh were amazing as Optimus Primal and Airazor respectively especially since I'm still very new to these Maximals characters. Peter Dinklage as Scourge was a fantastic villain and it was nice to see our heroes fighting an antagonist outside of Megatron. The action sequences in this movie were fantastic and you can see everything that is happening on screen just like in Bumblebee (2018). And finally, the way how this movie ends and is being teased for the future has me excited for this franchise again and I couldn't be happier about that.

Negatives for Transformers: Rise of the Beasts (2023): The movie's premise is very similar to the one from Transformers: Revenge of the Fallen (2009). Thankfully, the execution of that premise is much better in this movie.

Overall, Transformers: Rise of the Beasts (2023) is my second favorite live-action Transformers movie and I can't wait to watch Transformers One (2024) later on this month.","June 9, 2023 (United States)"
5.0,"Jun 25, 2023","This film was incredibly entertaining, if you're the right audience. This is not some critical masterpiece like Titanic, however it succeeded in everything it set out to do. Everything from the effects, to the writing, was exactly what it needed to be: entertaining. Entertainment is the only thing that matters for a film like this, and in that it succeeded. I think that perhaps more time spent with the actual transformers would have improved the experience, however the time we did spend with the familiar automotives was very enjoyable, as was the time spent with the human characters. This film is not for everyone, but no movie is, and while this movie has many flaws, the sheer entertainment value more than makes up for it.","June 9, 2023 (United States)"
5.0,"Jun 9, 2023","For a decade, Transformers struggled to add something new to its franchise cinematically. Particularly, the fight between Autobots and Decepticons which is exhausting at this point. However, this movie provided a VERY fresh take on the story and characters. The long-awaited appearance of Unicron in live-action and a bunch of enemies not named Megatron and was a Decepticon is refreshing. On top of that, Optimus' anger towards Unicron and his lackeys is the most justifiable reason for Optimus to kill since these guys are incapable of remorse, guilt, and humanity. Connecting us to he human aspect of this film was fantastic as well and it was long-awaited in a sense since the departure of Shia LaBeouf's character, Sam Witwicky. Reintroducing the Maximals to modern fans is what really made this film unique than the others because it shows that not everything is all robots and cars. Sometimes, it's just robots and beasts.","June 9, 2023 (United States)"
10.0,"Jul 29, 2023","Transformers: Rise of the Beasts is a simple popcorn summer blockbuster that gave me what I wanted from a good Transformers film.

It has plenty of Transformer screen time, great CGI/VFX, delivers cool action sequences, humour that mostly lands and plenty of heart.

Added to the mix are a few fun new characters like Optimus Primal or Mirage, voiced by Pete Davidson, who is excellent new addition to the Autobot roster. On the human side of things we have Noah played by Anthony Ramos who's a very likeable and fun addition.

I would've like the Maximals to have had a little more screen time given the films title. A certain character death/resurrection felt pointless and I'm not sure how I feel about the crossover teased at the end. I think I would prefer the Transformers to stay in their own corner tbh.

The Transformers films have always been my guilty pleasure franchise, I think partially because I was 8 when the 1st one released and so I just switch my child brain on when I watch them lol.","June 9, 2023 (United States)"
2.0,"Jul 11, 2023","This movie was one of the best transformers to date it had comedy elements, great animation to cinematography & a storyline not too predictable to follow but it left me heart warming in certain parts actually feeling for the characters on screen they weren't cut out cardboard random characters for a cast where i was wishing for the story to end so fast , run time & pacing was actually nice to get everything needed to be told out in a nicely mannered i hate overlong movies with just filler hopefully we get a continuation of these movies & cast in the near present or future because it was a blast for me im hooked on this franchise.","June 9, 2023 (United States)"
2.0,"Jul 19, 2023","""Transformers: Rise of the Beasts"" is a high-octane, visually stunning film that breathes new life into the franchise. The movie's 90s setting, nostalgic value, and fresh cast of characters make for an entertaining ride.

The film's strongest aspect is its action sequences, which are intense, well-choreographed, and visually impressive. The final act's showdown in Peru is a highlight, with stunning visuals and heart-pumping action.

Peter Cullen's iconic voice returns as Optimus Prime, who's portrayed as a more menacing and wary leader. His character development and interactions with humans add depth to the story.

The human cast, led by Anthony Ramos and Dominique Fishback, deliver solid performances. Their characters are well-integrated into the story, and their relationships with the Transformers are believable.

Mirage, voiced by Pete Davidson, is a standout as the charismatic and wisecracking Autobot. His humor and banter add a lighthearted touch to the film, making him an instant fan favorite.

The movie's pacing is well-balanced, with a good mix of action, humor, and heart. The nostalgic value is high, with plenty of Easter eggs and references to the original Transformers series.

_Pros:_



_Cons:_



_Recommendation:_

""Transformers: Rise of the Beasts"" is a must-watch for fans of the franchise and action-packed blockbusters. If you enjoy sci-fi, adventure, and nostalgia, this film is for you.","June 9, 2023 (United States)"
1.0,"Jun 24, 2023","No spoilers. I didnt like the previous generation of transformers films much. They reduced themselves by being so focused on teenage sexual angst regarding shaia lebouf and megan fox. The drama had been over dark and serious. The fight scenes i often just wanted to get over with. And i had previously been a big fan of the cartoons. So it was hard for me to accept that i didnt enjoy watching them.

Bumblebee and Rise of the Beasts have finally let me enjoy Transformers again. Couldnt be more grateful for that. Both films had excellent lead actors who were portrayed with repect. The films bring us lots of comedy and good music. Yet give us the human working with the transformers world we loved as kids with the cartoons. This movie in multiple moments made one think that this film was made for the fans of the franchise pre-michaelbay. I wont call it a ten of ten as it wasnt amazing perfection or anything. However, it was what i wanted, and more enjoyable than i expected. Also; i love that the lead actor is latino. I have close latino friends, and the only representation they (usually) get are side characters.","June 9, 2023 (United States)"
8.0,"Jun 25, 2023","It was a good movie, In its own right you can see they're trying to start over.. it was an era piece. But needed to be culturally understood. They're just trying to incorporate other cultures. Transformers have gone from Chicago to Kansas now to New York.. incorporating ethnic cultures. Action was Good. Music was good.. Best I seen since the first 2 movies. Can't wait for other installments. We can't always be saved by a need and a bimbo in short shorts thats a damsel in distress. People on here comparing it to bumble bee when John Cena's acting was literally trash. So you can yell who..or what demographic is having the most issue with the movies direction.","June 9, 2023 (United States)"
2.0,"Jun 11, 2023","I don't quite get off where this motion is coming from, either I messed my brain's out to begin with or they're just trying to make this movie magic even longer than expected, basically am like a mega fan compared to what anybody might think but this new installment was something else, am not saying it's bad or a flop but common, now they trying to bring in two worlds together maybe later they'll say justice league and the avengers bet we're getting there soon too, obviously my place I know but seeing how from animation to movie to this, is kind of strange to the normal entertainer it's normal with no spice but to us the fans and personally me u can't place my head in to compend there's another thing to comprehend but as long as it's entertainment and the public loves it what the hell am u saying I never even got a penny out all I did was enjoy rise of the beast which was jaw dropping in the most amazing way possible.","June 9, 2023 (United States)"
5.0,"Aug 21, 2023","This Transformers movie may not have been like the Bayverse, but you gotta admit, it was a pretty good film. The almost non stop action and a good Cold Villain, Scourge was intense and the fact that he barely shows mercy. I loved the whole idea of finally adding Unicron to the movies. Scourge collecting his dead enemies' logos and putting them on him like trophies is honestly cold, which is something we haven't had in a while. Introducing the Maximals into the live action transformers was pretty cool. They finally got the recognition they barely ever get. Overall, a great prequel, definitely worth the watch. Definitely better than Transformers: The Last Knight.","June 9, 2023 (United States)"
2.0,"Jul 21, 2023","I was pleasantly surprised by the movie it is way better than all those mark whalburgh movies. My kids said it was better than all the other transformer movies . This movie should definitely be rated higher than it is right now. The story flowed well and my little one didn't fall asleep so that is a plus. I personally feel it could of ran a little longer to let the characters develop a little more and form a tighter relationship before going to battle but it was good. Pete Davidson who I cannot stand anything he is in also did a great job in the movie. I don't know if it was just because I didn't have to look at his face but the jokes landed well.

Great film.","June 9, 2023 (United States)"
10.0,"Jul 19, 2023","It's one of those you have to see it to make your own decision.

The beginning is really slow. It shows the beginning of before Optimus and the others are who we saw in the first of the series and how they grew. However as the movie continues it's very well done. The fact it revolves around just two main characters and technically 3.

If you're expecting a lot of human vs robot action, this isn't it. And that's not a bad thing. Yes it was toned down from what we're used to seeing. But again it's more of a story than just packed action.

It will be interesting to see the next one. They left the ending open to a great series.

It does raise a lot of questions. Which I hope to be answered in the next movie or two.","June 9, 2023 (United States)"
1.0,"Jun 19, 2023","Best transformers yet! Not a dull moment throughout the whole movie. Teared up, laughed, was left in suspense, smiled.. Finally, they create a movie that focused on the transformers and not on the ""sexy"" female character (what a relief)- I was not going to go see this movie in theaters because I expected it to be the same as the others... but, they proved me wrong and I'm so happy they did!!! It's a must watch!! I will watch this movie again, over and over until the next one comes out. I don't want to give any spoilers so what I can say, is, go watch this movie in theaters- you won't be disappointed!!","June 9, 2023 (United States)"
1.0,"Jul 19, 2023","This movie is everything I expected it to be and more. It is without a doubt the best transformers movie in EXISTANCE. It is action packed, during every scene you would be at the edge of your seat. The comedy is subtle and hilarious, the stakes where high, the humans were relatable and important to the plot, it was very emotional and heart wrenching and it was very nostalgic and it reminded me of the original transformers movie from 1986.

The disappointing thing is that most of the critics who watched this movie don't even know what transformers is, which is why the movie has received low scores on other review platforms

If you are a Transformers fan, then I can guarantee you will love this movie.

If I could, I would give transformers rise of the beasts an 11/10.","June 9, 2023 (United States)"
1.0,"Jun 19, 2023",I watched transformers rise of the beasts film on Saturday on sky q it had a lot of great 90s hip hop songs in the film and I liked the scene were Optimus prime meets Noah the first time and ask him to join the team to defeat unicon in Peru that scene was amazing and funny and it had great depth sound effects in the film and I liked the funny chemistry between Noah and Alena in the movie and I liked the scene were alena trying to escape from from spider like transformers underground and she try's get to the transwarp portal and she finally gets to it was had scene brilliant and i enjoyed the movie.,"June 9, 2023 (United States)"
10.0,"Aug 21, 2023","For many fans of the Transformers film franchise, the journey through the series has been a rollercoaster of emotions. From the initial excitement of seeing these iconic robotic beings brought to life on the big screen to the disappointment of lackluster sequels, it's been a mixed bag. However, ""Transformers: Rise of the Beasts"" brought renewed hope and enthusiasm to the hearts of fans, offering a refreshing take on the beloved robotic warriors.

The journey through the Transformers film series has been far from smooth. ""Age of Extinction"" left many fans disillusioned, ""The Last Knight"" was met with considerable disdain, and even ""Bumblebee,"" which attempted to reboot the series, didn't resonate with everyone. Thus, expectations were understandably low as fans approached the latest installment. But, to the delight of many, ""Rise of the Beasts"" exceeded those expectations, reminding us why Transformers have been an integral part of pop culture for decades.

From the very beginning of the film, it's evident that something is different. The atmosphere feels fresh, and there's a sense of nostalgia combined with a modern twist. The CGI, which has always been a hallmark of the franchise, is taken to new heights. The Transformers themselves are beautifully rendered, showcasing intricate details and dynamic transformations that make them feel like living, breathing characters.

One of the standout features of ""Rise of the Beasts"" is the improved action sequences. In previous films, the action often felt chaotic and hard to follow. However, this time around, it's clear and visually stunning. The choreography of the battles between Autobots and Decepticons is not only a treat for the eyes but also evokes a sense of awe and excitement that fans haven't experienced in a while. Moments that capture the essence of why Transformers are ""so damn cool"" are plentiful, and fans will find themselves grinning from ear to ear.

Where the previous films fell short, ""Rise of the Beasts"" makes significant strides. Characters are more than mere plot devices. They have motivations and conflicts that the audience can relate to and empathize with. This isn't just about Autobots versus Decepticons; it's about the humans who are entangled in their world, and the film takes the time to develop these characters and their relationships.

Even the Transformers themselves are given more depth. They're not just giant robots battling for supremacy; they have their own struggles, emotions, and pasts. As a result, the audience can genuinely connect with them and feel for their trials and triumphs.

One of the most significant improvements is the presence of a coherent and engaging storyline. ""Rise of the Beasts"" doesn't rely on nonsensical plot devices to move the story forward. Instead, there's a well-thought-out narrative that keeps viewers invested from start to finish. No longer do you have to ""turn your brain off"" to enjoy a Transformers film; this one invites you to engage with the story and characters on a deeper level.

And then there's the humor, a facet that has often fallen flat in previous Transformers movies. In ""Rise of the Beasts,"" the comedy actually works. The well-timed humor not only provides moments of levity but also enhances the overall viewing experience. It's refreshing to laugh genuinely during a Transformers film, and this movie delivers on that front.

As one thrilled fan put it, ""Transformers: Rise of the Beasts"" is the best Transformers movie since ""Dark of the Moon."" The optimism and excitement about the franchise's future are palpable. After experiencing this film, it's hard not to look forward to what comes next. If this is the direction they're taking, where care and passion go into every detail, then the result will undoubtedly be endlessly better.

In an edit to the original review, the fan expressed how their appreciation for the film grew on a second viewing. Multiple action sequences still managed to give them goosebumps, akin to the iconic moments from ""Dark of the Moon."" Additionally, the musical score, an aspect that often goes unsung, was highlighted for its amazing ability to elevate every scene and evoke strong emotions in the audience.

""Transformers: Rise of the Beasts"" has reinvigorated the franchise, reigniting the passion and love that fans have always had for these iconic robots in disguise. It stands as a testament to what's possible when a beloved franchise is handled with care and dedication, resulting in a cinematic experience that leaves fans ecstatic and eager for more.","June 9, 2023 (United States)"
5.0,"Jun 11, 2023","Me, my mom and my brother went to go see rise of the beast two weeks ago and the G1 model of all the transformers classics of the animated Series and the movie are amazing. This is such amazing move a hole. We get a more transformer movie like this in the near future.

And also it just like the toys I hope we get a new transformer game. I hope it won't be no mobile. I think I need a transformer toys in my collection tho! Is 9000 out of 10 Great action, great storytelling, great character development and also we just now got introduced to.🔥🔥🔥🔥🔥💯💯💯💯😝😝😝😝 and also, this movie is great for friends and family.","June 9, 2023 (United States)"
